,online_order,book_table,rate,votes,location,rest_type,cost_two,type,city,Beverages,Biryani,Cafe,Chinese,Continental,Desserts,Fast Food,Italian,North Indian,South Indian
41554,Yes,No,4,83,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,1,0,0,0,0,1,0,0,1
41555,No,Yes,5,457,Marathahalli,Fine Dining,2500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41555,No,Yes,5,457,Marathahalli, Bar,2500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41556,No,Yes,5,758,Marathahalli,Pub,1300,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,0,0
41556,No,Yes,5,758,Marathahalli, Casual Dining,1300,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,0,0
41557,No,No,4,395,Marathahalli,Casual Dining,500,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41558,No,Yes,4,53,Marathahalli,Bar,1400,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41559,Yes,No,4,1819,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41560,No,Yes,5,515,Marathahalli,Fine Dining,2000,Dine-out,Marathahalli,0,0,0,0,0,0,0,1,0,0
41561,No,No,4,49,Marathahalli,Casual Dining,1100,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,0,0
41561,No,No,4,49,Marathahalli, Pub,1100,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,0,0
41562,Yes,No,4,494,Marathahalli,Casual Dining,700,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,0,0
41563,Yes,Yes,5,99,Marathahalli,Casual Dining,1100,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41563,Yes,Yes,5,99,Marathahalli, Bar,1100,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41564,Yes,Yes,4,1824,Marathahalli,Casual Dining,850,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41565,Yes,Yes,5,344,Marathahalli,Casual Dining,1700,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41566,No,No,4,96,Marathahalli,Casual Dining,650,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,1
41567,No,No,4,151,Marathahalli,Bar,1500,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41567,No,No,4,151,Marathahalli, Casual Dining,1500,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41568,Yes,No,4,1994,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41569,Yes,Yes,4,228,Marathahalli,Casual Dining,750,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41570,Yes,Yes,4,669,Marathahalli,Casual Dining,750,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41571,Yes,Yes,4,157,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,1,0
41572,No,Yes,4,88,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,1,0,0,0,1,0
41573,Yes,Yes,4,231,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41574,Yes,No,4,300,Marathahalli,Casual Dining,850,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41575,Yes,No,4,36,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41577,Yes,No,4,348,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41578,Yes,Yes,4,585,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,1
41579,Yes,Yes,4,345,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41580,Yes,No,4,434,Marathahalli,Casual Dining,650,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41581,No,Yes,4,213,Marathahalli,Casual Dining,1300,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41582,Yes,No,4,772,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41584,No,Yes,3,444,Marathahalli,Casual Dining,900,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41585,Yes,No,4,284,Marathahalli,Casual Dining,750,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,0,0
41586,Yes,No,3,602,Marathahalli,Casual Dining,400,Dine-out,Marathahalli,0,0,0,1,0,0,1,0,1,1
41588,Yes,Yes,4,561,Marathahalli,Casual Dining,900,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41589,Yes,No,4,833,Marathahalli,Casual Dining,700,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41590,No,No,4,90,Marathahalli,Cafe,700,Dine-out,Marathahalli,0,0,1,0,0,0,0,1,0,0
41591,No,No,5,53,Marathahalli,Lounge,4500,Dine-out,Marathahalli,0,0,0,0,1,0,1,0,0,0
41592,No,No,2,259,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41593,No,No,4,111,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41594,No,No,4,92,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41596,Yes,Yes,4,153,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41597,Yes,No,4,501,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41599,Yes,No,4,684,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41602,No,No,5,97,Marathahalli,Casual Dining,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41603,No,No,4,36,Marathahalli,Casual Dining,1100,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41603,No,No,4,36,Marathahalli, Bar,1100,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41604,Yes,No,4,198,Marathahalli,Casual Dining,650,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41605,Yes,No,4,132,Marathahalli,Casual Dining,750,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41606,Yes,No,4,142,Marathahalli,Casual Dining,450,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41608,Yes,No,4,759,Marathahalli,Casual Dining,500,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41609,Yes,No,3,67,Marathahalli,Cafe,300,Dine-out,Marathahalli,1,0,1,0,0,0,0,0,0,0
41611,Yes,No,3,459,Marathahalli,Casual Dining,500,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,1,0
41612,Yes,No,5,176,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41613,Yes,No,4,94,Marathahalli,Casual Dining,750,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41614,No,No,3,27,Marathahalli,Bar,1200,Dine-out,Marathahalli,0,0,0,0,1,0,0,1,1,0
41615,No,No,4,237,Marathahalli,Bar,0,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41616,Yes,No,4,217,Marathahalli,Casual Dining,650,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,1
41617,No,No,4,87,Marathahalli,Casual Dining,650,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,0,0
41618,No,No,4,94,Marathahalli,Cafe,700,Dine-out,Marathahalli,1,0,1,1,1,0,0,0,1,0
41619,Yes,No,4,231,Marathahalli,Casual Dining,500,Dine-out,Marathahalli,1,0,0,1,0,0,0,0,1,1
41620,Yes,No,4,46,Marathahalli,Casual Dining,500,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41623,Yes,No,5,85,Marathahalli,Cafe,400,Dine-out,Marathahalli,0,0,1,0,0,0,1,0,0,0
41624,No,No,4,63,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41627,Yes,No,4,136,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,1
41630,Yes,No,4,671,Marathahalli,Casual Dining,450,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,1
41631,Yes,No,4,56,Marathahalli,Casual Dining,750,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41633,No,Yes,4,125,Marathahalli,Lounge,2500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41635,Yes,No,4,126,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41636,Yes,No,4,46,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41637,No,No,4,60,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
41642,Yes,No,4,56,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41647,No,Yes,3,62,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41647,No,Yes,3,62,Marathahalli, Bar,1000,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41648,Yes,No,4,69,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41659,Yes,No,3,135,Marathahalli,Casual Dining,550,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,0,0
41660,No,No,4,690,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41664,No,No,3,118,Marathahalli,Casual Dining,1200,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41664,No,No,3,118,Marathahalli, Bar,1200,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41666,No,No,4,254,Marathahalli,Casual Dining,500,Dine-out,Marathahalli,0,1,0,0,0,0,1,0,1,0
41689,No,No,4,28,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41690,No,No,3,203,Marathahalli,Casual Dining,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41709,Yes,No,3,479,Marathahalli,Casual Dining,650,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41710,Yes,Yes,4,384,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,1
41711,Yes,No,4,61,Marathahalli,Casual Dining,700,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41712,Yes,No,3,148,Marathahalli,Quick Bites,750,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
41713,No,No,3,58,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41714,Yes,No,3,346,Marathahalli,Casual Dining,700,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41716,Yes,No,4,71,Marathahalli,Beverage Shop,250,Dine-out,Marathahalli,1,0,0,0,0,0,0,0,0,0
41716,Yes,No,4,71,Marathahalli, Quick Bites,250,Dine-out,Marathahalli,1,0,0,0,0,0,0,0,0,0
41718,Yes,No,4,155,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41719,Yes,No,3,384,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41720,Yes,No,4,180,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41721,Yes,No,3,135,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41723,Yes,No,5,685,Marathahalli,Quick Bites,200,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41724,Yes,No,5,671,Marathahalli,Quick Bites,450,Dine-out,Marathahalli,0,0,0,0,0,1,1,0,0,0
41726,Yes,No,4,528,Marathahalli,Quick Bites,150,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41727,Yes,No,4,262,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
41728,Yes,No,4,536,Marathahalli,Quick Bites,450,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
41729,Yes,No,5,337,Marathahalli,Quick Bites,200,Dine-out,Marathahalli,1,0,0,0,0,1,0,0,1,0
41729,Yes,No,5,337,Marathahalli, Sweet Shop,200,Dine-out,Marathahalli,1,0,0,0,0,1,0,0,1,0
41731,Yes,No,4,232,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41732,Yes,No,5,220,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41733,Yes,No,4,73,Marathahalli,Quick Bites,250,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41734,Yes,No,4,97,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41735,Yes,No,4,115,Marathahalli,Takeaway,300,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,1,0
41735,Yes,No,4,115,Marathahalli, Delivery,300,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,1,0
41736,Yes,No,4,97,Marathahalli,Quick Bites,500,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41740,Yes,No,4,66,Marathahalli,Quick Bites,600,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41743,Yes,No,4,114,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41744,No,No,4,104,Marathahalli,Quick Bites,350,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41746,Yes,No,4,295,Marathahalli,Quick Bites,350,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41747,Yes,No,4,131,Marathahalli,Quick Bites,600,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41749,Yes,No,4,370,Marathahalli,Quick Bites,350,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,1
41750,Yes,No,5,461,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41753,Yes,No,4,374,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41754,Yes,No,4,81,Marathahalli,Quick Bites,250,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41758,Yes,No,4,422,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41760,Yes,No,4,49,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41761,Yes,No,4,632,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41762,No,No,5,123,Marathahalli,Quick Bites,200,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41767,Yes,No,4,633,Marathahalli,Quick Bites,500,Dine-out,Marathahalli,0,1,0,0,0,0,1,0,1,0
41768,Yes,No,4,173,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
41769,Yes,No,4,184,Marathahalli,Quick Bites,350,Dine-out,Marathahalli,0,1,0,0,0,0,1,0,0,0
41773,Yes,No,4,98,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41774,No,No,3,69,Marathahalli,Quick Bites,200,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,1
41780,No,No,4,255,Marathahalli,Quick Bites,200,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
41782,Yes,No,5,48,Marathahalli,Quick Bites,250,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41789,Yes,No,4,35,Marathahalli,Quick Bites,150,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41792,Yes,No,4,156,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41798,Yes,No,4,100,Marathahalli,Bakery,450,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41798,Yes,No,4,100,Marathahalli, Quick Bites,450,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41799,Yes,No,4,228,Marathahalli,Quick Bites,250,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41800,Yes,No,5,59,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,1,0,0,0,0,0,1,0,0,0
41809,Yes,No,4,92,Marathahalli,Quick Bites,700,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41812,Yes,No,4,54,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41813,Yes,No,3,243,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41814,Yes,No,4,521,Marathahalli,Quick Bites,500,Dine-out,Marathahalli,1,1,0,1,0,0,0,0,1,1
41820,Yes,No,5,157,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,1,0,1,0,0,1,0
41822,Yes,No,4,82,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41831,No,No,4,63,Marathahalli,Quick Bites,150,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,1
41840,Yes,No,4,199,Marathahalli,Food Court,500,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41841,Yes,No,4,313,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41843,No,No,3,342,Marathahalli,Quick Bites,500,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41844,Yes,No,4,47,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,1,0,0,1,0,0,0,0,1,0
41850,Yes,No,4,26,Marathahalli,Quick Bites,250,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41853,Yes,No,4,63,Marathahalli,Quick Bites,200,Dine-out,Marathahalli,0,0,0,1,0,0,1,0,0,0
41893,Yes,No,5,50,Marathahalli,Quick Bites,200,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,0
41949,No,No,3,110,Marathahalli,Quick Bites,600,Dine-out,Marathahalli,0,0,0,0,0,0,0,1,0,0
41962,Yes,No,4,95,Marathahalli,Quick Bites,500,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41963,No,No,4,78,Marathahalli,Quick Bites,350,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41967,Yes,No,4,38,Marathahalli,Quick Bites,450,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41970,No,No,4,45,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41974,Yes,No,4,543,Marathahalli,Quick Bites,400,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41975,Yes,No,3,53,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
41976,Yes,No,3,159,Marathahalli,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41977,Yes,No,4,210,Marathahalli,Food Court,600,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41978,Yes,No,4,220,Marathahalli,Quick Bites,450,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,1
41983,No,Yes,5,1788,Brookefield,Pub,1200,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41983,No,Yes,5,1788,Brookefield, Casual Dining,1200,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41984,Yes,Yes,5,266,Brookefield,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41984,Yes,Yes,5,266,Brookefield, Bar,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41985,Yes,Yes,5,841,Brookefield,Casual Dining,700,Dine-out,Marathahalli,1,1,0,0,0,0,0,0,1,0
41986,Yes,No,5,373,Brookefield,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41987,Yes,No,5,825,Brookefield,Cafe,300,Dine-out,Marathahalli,0,0,1,0,0,0,0,0,0,0
41988,Yes,No,3,1878,Brookefield,Casual Dining,750,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41989,Yes,Yes,4,271,Brookefield,Pub,1500,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41989,Yes,Yes,4,271,Brookefield, Casual Dining,1500,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41990,Yes,Yes,4,137,Brookefield,Cafe,600,Dine-out,Marathahalli,1,0,1,1,0,0,1,0,0,0
41991,Yes,Yes,5,341,Brookefield,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41992,Yes,No,5,116,Brookefield,Casual Dining,800,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,0,1
41993,Yes,No,4,115,Brookefield,Casual Dining,800,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41994,Yes,Yes,4,511,Brookefield,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,0,1
41995,Yes,No,4,472,Brookefield,Casual Dining,700,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41996,Yes,No,4,236,Brookefield,Casual Dining,750,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,1
41997,Yes,Yes,4,832,Brookefield,Casual Dining,750,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41997,Yes,Yes,4,832,Brookefield, Bar,750,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41998,Yes,No,4,122,"Varthur Main Road, Whitefield",Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41999,No,No,5,1143,Brookefield,Quick Bites,500,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
42000,Yes,No,5,221,"Varthur Main Road, Whitefield",Kiosk,250,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
42001,Yes,No,4,50,Whitefield,Mess,300,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,0,1
42003,No,No,4,232,Brookefield,Casual Dining,550,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,1
42004,Yes,No,4,250,Brookefield,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
42005,Yes,No,4,128,Kaggadasapura,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
42008,No,No,4,210,Kaggadasapura,Casual Dining,500,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
42009,Yes,No,4,270,Brookefield,Casual Dining,500,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
42010,Yes,No,4,802,Brookefield,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,1,0,0,0
42011,Yes,No,4,314,Thippasandra,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
42012,Yes,No,4,170,Kaggadasapura,Quick Bites,500,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
42013,Yes,Yes,4,503,Brookefield,Cafe,500,Dine-out,Marathahalli,1,0,1,0,0,0,0,0,0,0
42014,Yes,No,4,69,Brookefield,Casual Dining,850,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
42015,Yes,No,4,198,Brookefield,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
42016,Yes,No,4,784,Brookefield,Quick Bites,600,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
42017,Yes,No,4,107,Brookefield,Food Court,500,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
42018,No,No,4,80,Brookefield,Cafe,500,Dine-out,Marathahalli,0,0,1,0,0,0,0,0,0,0
42020,Yes,No,3,148,Brookefield,Casual Dining,600,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
42023,Yes,No,4,121,Brookefield,Quick Bites,900,Dine-out,Marathahalli,0,0,0,0,0,1,0,1,0,0
42025,Yes,No,4,426,Kaggadasapura,Casual Dining,600,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
42026,No,No,3,142,Brookefield,Casual Dining,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
42029,Yes,No,4,159,Brookefield,Quick Bites,450,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
42030,Yes,No,4,83,Kaggadasapura,Quick Bites,350,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,0
42037,Yes,No,4,79,Thippasandra,Quick Bites,400,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
42038,Yes,No,4,44,Brookefield,Quick Bites,450,Dine-out,Marathahalli,0,0,0,0,1,1,1,0,0,0
42040,No,No,3,161,Whitefield,Casual Dining,1200,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
42040,No,No,3,161,Whitefield, Bar,1200,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
42041,No,No,4,194,Brookefield,Quick Bites,250,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
42044,Yes,Yes,4,692,Brookefield,Casual Dining,750,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
42045,Yes,No,4,218,Brookefield,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
42046,No,No,4,112,Thippasandra,Quick Bites,150,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,0,1
42049,Yes,No,4,205,Marathahalli,Quick Bites,350,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
42052,Yes,No,3,401,Brookefield,Quick Bites,500,Dine-out,Marathahalli,1,0,1,0,0,1,1,0,0,0
42054,Yes,No,4,85,Brookefield,Casual Dining,500,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
42057,Yes,No,4,115,Kaggadasapura,Casual Dining,500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,1
42058,Yes,No,4,92,Brookefield,Quick Bites,350,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
42060,No,No,4,98,Brookefield,Quick Bites,450,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
42061,Yes,No,4,183,Brookefield,Quick Bites,550,Dine-out,Marathahalli,1,0,1,0,0,1,1,0,0,0
42061,Yes,No,4,183,Brookefield, Dessert Parlor,550,Dine-out,Marathahalli,1,0,1,0,0,1,1,0,0,0
42062,No,No,4,92,Brookefield,Quick Bites,350,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
42067,No,No,3,70,"Varthur Main Road, Whitefield",Casual Dining,650,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
42071,Yes,No,4,89,Whitefield,Quick Bites,300,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
42075,No,No,3,229,Brookefield,Casual Dining,450,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
42077,No,No,3,51,Whitefield,Casual Dining,600,Dine-out,Marathahalli,0,0,0,1,0,0,1,0,1,0
42079,No,No,4,198,Brookefield,Casual Dining,500,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
42103,Yes,No,4,82,Brookefield,Quick Bites,150,Dine-out,Marathahalli,0,0,0,0,0,0,1,0,0,1
