,online_order,book_table,rate,votes,location,rest_type,cost_two,type,city,Beverages,Biryani,Cafe,Chinese,Continental,Desserts,Fast Food,Italian,North Indian,South Indian
40992,Yes,No,4,81,Marathahalli,Quick Bites,250,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
40993,Yes,No,3,135,Marathahalli,Casual Dining,550,Delivery,Marathahalli,0,1,0,1,0,0,0,0,0,0
40996,Yes,No,4,1624,Whitefield,Casual Dining,800,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41000,Yes,No,4,61,Kaggadasapura,Takeaway,400,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41000,Yes,No,4,61,Kaggadasapura, Delivery,400,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41002,Yes,No,4,853,Whitefield,Casual Dining,650,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41005,Yes,No,5,264,Brookefield,Quick Bites,200,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,1
41006,Yes,No,4,82,Brookefield,Quick Bites,400,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41011,Yes,No,3,67,Marathahalli,Cafe,300,Delivery,Marathahalli,1,0,1,0,0,0,0,0,0,0
41015,No,No,3,58,Marathahalli,Casual Dining,600,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41016,Yes,No,4,501,Marathahalli,Casual Dining,600,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41017,Yes,No,4,63,Marathahalli,Quick Bites,200,Delivery,Marathahalli,0,0,0,1,0,0,1,0,0,0
41023,Yes,No,5,44,Marathahalli,Dessert Parlor,300,Delivery,Marathahalli,0,0,0,0,0,1,0,0,0,0
41024,Yes,Yes,5,1287,Marathahalli,Casual Dining,1100,Delivery,Marathahalli,0,1,0,0,0,0,0,0,0,0
41024,Yes,Yes,5,1287,Marathahalli, Bar,1100,Delivery,Marathahalli,0,1,0,0,0,0,0,0,0,0
41025,No,No,4,395,Marathahalli,Casual Dining,500,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41029,Yes,No,4,210,Marathahalli,Food Court,600,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41032,No,No,5,1143,Brookefield,Quick Bites,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41033,No,Yes,5,72,Brookefield,Cafe,400,Delivery,Marathahalli,0,0,1,0,0,0,1,0,0,0
41033,No,Yes,5,72,Brookefield, Bakery,400,Delivery,Marathahalli,0,0,1,0,0,0,1,0,0,0
41035,No,No,4,232,Brookefield,Casual Dining,550,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,1
41037,No,No,4,210,Kaggadasapura,Casual Dining,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41041,Yes,No,4,79,Thippasandra,Quick Bites,400,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41045,No,No,3,142,Brookefield,Casual Dining,400,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41046,No,No,4,98,Brookefield,Quick Bites,450,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41047,No,No,4,61,Kaggadasapura,Takeaway,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,1
41047,No,No,4,61,Kaggadasapura, Delivery,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,1
41057,No,No,3,70,"Varthur Main Road, Whitefield",Casual Dining,650,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41060,No,No,3,229,Brookefield,Casual Dining,450,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41093,No,No,3,115,Brookefield,Casual Dining,800,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41094,No,No,5,707,Brookefield,Cafe,600,Delivery,Marathahalli,0,0,1,0,1,0,0,1,0,0
41099,Yes,No,4,142,Marathahalli,Casual Dining,450,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41104,Yes,Yes,4,384,Marathahalli,Casual Dining,800,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,1
41105,Yes,No,3,1878,Brookefield,Casual Dining,750,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41106,Yes,No,4,114,Marathahalli,Quick Bites,400,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41108,Yes,No,3,104,Marathahalli,Food Court,750,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41108,Yes,No,3,104,Marathahalli, Quick Bites,750,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41110,Yes,No,4,374,Marathahalli,Quick Bites,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41118,Yes,No,3,148,Brookefield,Casual Dining,600,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41119,Yes,No,4,198,Marathahalli,Casual Dining,650,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41122,Yes,Yes,4,585,Marathahalli,Casual Dining,600,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,1
41123,Yes,No,4,26,Marathahalli,Quick Bites,250,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41124,Yes,No,4,56,Marathahalli,Casual Dining,800,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41127,Yes,No,5,48,Marathahalli,Quick Bites,250,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41128,Yes,No,4,472,Brookefield,Casual Dining,700,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41131,Yes,No,4,106,Brookefield,Quick Bites,250,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41133,Yes,No,4,82,Marathahalli,Quick Bites,400,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41134,Yes,No,3,459,Marathahalli,Casual Dining,500,Delivery,Marathahalli,0,0,0,0,0,0,1,0,1,0
41136,Yes,No,4,56,"ITPL Main Road, Whitefield",Cafe,1000,Delivery,Marathahalli,0,0,1,0,0,0,0,1,0,0
41137,Yes,No,4,92,Brookefield,Quick Bites,350,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41138,Yes,No,4,92,Marathahalli,Quick Bites,700,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41139,Yes,Yes,4,561,Marathahalli,Casual Dining,900,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41140,Yes,No,4,232,Marathahalli,Quick Bites,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41142,Yes,No,5,685,Marathahalli,Quick Bites,200,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41144,Yes,No,4,129,Kaggadasapura,Quick Bites,400,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,1
41145,Yes,No,4,205,Marathahalli,Quick Bites,350,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41147,Yes,No,4,107,Brookefield,Food Court,500,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41148,Yes,No,5,116,Brookefield,Casual Dining,800,Delivery,Marathahalli,0,1,0,0,0,0,0,0,0,1
41150,Yes,No,4,219,CV Raman Nagar,Casual Dining,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41151,Yes,Yes,4,157,Marathahalli,Casual Dining,800,Delivery,Marathahalli,0,0,0,0,0,0,1,0,1,0
41152,Yes,No,4,49,Brookefield,Quick Bites,300,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41153,Yes,No,4,833,Marathahalli,Casual Dining,700,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41154,Yes,No,4,61,Marathahalli,Delivery,650,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41155,Yes,Yes,4,228,Marathahalli,Casual Dining,750,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41159,Yes,No,4,35,Marathahalli,Quick Bites,150,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41160,Yes,No,4,377,Brookefield,Casual Dining,750,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41162,Yes,No,4,128,Kaggadasapura,Casual Dining,600,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41167,Yes,No,4,115,Kaggadasapura,Casual Dining,500,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,1
41169,Yes,No,4,61,Marathahalli,Casual Dining,700,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41171,Yes,No,5,825,Brookefield,Cafe,300,Delivery,Marathahalli,0,0,1,0,0,0,0,0,0,0
41172,Yes,No,4,42,Marathahalli,Takeaway,300,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41172,Yes,No,4,42,Marathahalli, Delivery,300,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41182,Yes,No,4,219,Marathahalli,Quick Bites,250,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41183,Yes,No,4,60,Kaggadasapura,Bakery,450,Delivery,Marathahalli,0,0,1,0,0,0,1,0,0,0
41183,Yes,No,4,60,Kaggadasapura, Cafe,450,Delivery,Marathahalli,0,0,1,0,0,0,1,0,0,0
41184,Yes,No,5,176,Marathahalli,Casual Dining,1000,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41185,Yes,No,4,49,Marathahalli,Quick Bites,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41186,No,No,4,94,Marathahalli,Cafe,700,Delivery,Marathahalli,1,0,1,1,1,0,0,0,1,0
41187,Yes,No,4,93,Kaggadasapura,Takeaway,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41187,Yes,No,4,93,Kaggadasapura, Delivery,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41194,Yes,No,4,54,Marathahalli,Quick Bites,400,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41195,Yes,No,4,170,Kaggadasapura,Quick Bites,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41197,Yes,No,4,250,Kaggadasapura,Casual Dining,700,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41198,Yes,No,4,180,Marathahalli,Casual Dining,800,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41199,Yes,No,4,98,Marathahalli,Beverage Shop,500,Delivery,Marathahalli,1,0,0,0,0,0,1,0,0,0
41199,Yes,No,4,98,Marathahalli, Quick Bites,500,Delivery,Marathahalli,1,0,0,0,0,0,1,0,0,0
41205,Yes,No,4,89,Whitefield,Quick Bites,300,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41208,Yes,No,4,94,Marathahalli,Casual Dining,750,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41209,Yes,No,4,93,Brookefield,Quick Bites,300,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41224,Yes,No,4,122,"Varthur Main Road, Whitefield",Casual Dining,800,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41226,Yes,No,4,118,Marathahalli,Delivery,200,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,1
41231,Yes,No,4,72,Whitefield,Quick Bites,450,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41232,Yes,No,4,121,Brookefield,Quick Bites,900,Delivery,Marathahalli,0,0,0,0,0,1,0,1,0,0
41248,Yes,No,4,46,Marathahalli,Casual Dining,600,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41249,Yes,No,3,53,Marathahalli,Quick Bites,300,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41250,Yes,No,4,38,Marathahalli,Quick Bites,450,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41255,Yes,No,3,479,Marathahalli,Casual Dining,650,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41256,Yes,No,4,426,Kaggadasapura,Casual Dining,600,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41257,Yes,Yes,4,832,Brookefield,Casual Dining,750,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41257,Yes,Yes,4,832,Brookefield, Bar,750,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41258,Yes,No,4,270,Brookefield,Casual Dining,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41259,Yes,Yes,4,692,Brookefield,Casual Dining,750,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41262,Yes,No,4,56,Marathahalli,Casual Dining,750,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41263,Yes,No,4,46,Marathahalli,Casual Dining,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41264,No,No,3,118,Marathahalli,Casual Dining,1200,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41264,No,No,3,118,Marathahalli, Bar,1200,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41265,Yes,No,4,218,Brookefield,Casual Dining,600,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41266,Yes,No,4,52,Kaggadasapura,Bakery,350,Delivery,Marathahalli,0,0,0,0,0,1,0,0,0,0
41267,Yes,No,4,98,Marathahalli,Quick Bites,400,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41270,Yes,Yes,4,669,Marathahalli,Casual Dining,750,Delivery,Marathahalli,0,0,0,1,1,0,0,0,1,0
41271,Yes,No,3,243,Marathahalli,Quick Bites,400,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41272,Yes,No,4,784,Brookefield,Quick Bites,600,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41273,Yes,No,4,434,Marathahalli,Casual Dining,650,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41274,Yes,Yes,4,632,Kaggadasapura,Casual Dining,800,Delivery,Marathahalli,0,0,0,1,1,0,0,0,1,0
41275,Yes,No,4,85,Brookefield,Casual Dining,500,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41276,Yes,No,4,71,Kaggadasapura,Casual Dining,600,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41278,Yes,No,3,63,Kaggadasapura,Quick Bites,500,Delivery,Marathahalli,0,0,0,0,0,0,0,1,0,0
41283,Yes,No,4,85,Marathahalli,Quick Bites,200,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,0
41291,Yes,No,4,70,Kaggadasapura,Casual Dining,750,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41315,Yes,No,4,63,Whitefield,Quick Bites,200,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41316,Yes,No,4,73,Marathahalli,Quick Bites,250,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41329,Yes,No,4,36,Marathahalli,Casual Dining,800,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41358,Yes,No,4,126,Marathahalli,Casual Dining,600,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41364,Yes,Yes,5,2189,Marathahalli,Casual Dining,1500,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41366,Yes,No,4,82,Brookefield,Quick Bites,150,Delivery,Marathahalli,0,0,0,0,0,0,1,0,0,1
41369,Yes,No,4,236,Brookefield,Casual Dining,750,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,1
41370,Yes,No,4,528,Marathahalli,Quick Bites,150,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41372,Yes,No,4,97,Marathahalli,Quick Bites,500,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41375,Yes,No,4,44,Brookefield,Quick Bites,450,Delivery,Marathahalli,0,0,0,0,1,1,1,0,0,0
41376,Yes,No,4,156,Marathahalli,Quick Bites,400,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41380,Yes,No,4,132,Marathahalli,Casual Dining,750,Delivery,Marathahalli,0,0,0,0,0,0,0,0,1,0
41381,Yes,No,4,521,Marathahalli,Quick Bites,500,Delivery,Marathahalli,1,1,0,1,0,0,0,0,1,1
41382,Yes,No,5,59,Marathahalli,Quick Bites,300,Delivery,Marathahalli,1,0,0,0,0,0,1,0,0,0
41384,Yes,No,4,391,Kaggadasapura,Quick Bites,450,Delivery,Marathahalli,0,1,0,1,1,0,0,0,1,0
41386,Yes,No,5,522,Whitefield,Casual Dining,1000,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41387,Yes,No,4,199,Marathahalli,Food Court,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41389,Yes,Yes,4,1824,Marathahalli,Casual Dining,850,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41390,Yes,No,4,684,Marathahalli,Casual Dining,800,Delivery,Marathahalli,0,1,0,1,0,0,0,0,1,0
41391,Yes,No,4,69,Marathahalli,Quick Bites,400,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41394,Yes,No,4,95,Marathahalli,Quick Bites,500,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41395,Yes,No,5,155,Brookefield,Quick Bites,250,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41396,Yes,No,5,124,Brookefield,Dessert Parlor,400,Delivery,Marathahalli,0,0,0,0,0,1,0,0,0,0
41398,Yes,No,4,72,Kaggadasapura,Casual Dining,600,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,1
41403,Yes,Yes,5,1542,Whitefield,Casual Dining,1700,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41407,Yes,No,3,253,Bellandur,Quick Bites,400,Delivery,Marathahalli,0,0,0,1,0,0,0,0,1,0
41409,Yes,No,3,384,Marathahalli,Casual Dining,1000,Delivery,Marathahalli,0,0,0,1,0,0,0,0,0,0
41410,Yes,Yes,5,266,Brookefield,Casual Dining,1000,Delivery,Marathahalli,0,0,0,0,1,0,0,0,1,0
41410,Yes,Yes,5,266,Brookefield, Bar,1000,Delivery,Marathahalli,0,0,0,0,1,0,0,0,1,0
41411,Yes,Yes,4,2834,Whitefield,Casual Dining,1100,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41411,Yes,Yes,4,2834,Whitefield, Bar,1100,Delivery,Marathahalli,0,1,0,0,0,0,0,0,1,0
41417,Yes,No,4,33,Kaggadasapura,Quick Bites,500,Delivery,Marathahalli,0,0,0,0,1,0,1,0,0,0
41418,Yes,No,4,42,Marathahalli,Takeaway,400,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41418,Yes,No,4,42,Marathahalli, Delivery,400,Delivery,Marathahalli,0,0,0,0,0,0,0,0,0,0
41423,No,Yes,5,7154,Marathahalli,Casual Dining,1400,Desserts,Marathahalli,0,0,0,0,0,0,0,0,1,0
41424,Yes,No,5,971,Marathahalli,Dessert Parlor,400,Desserts,Marathahalli,0,0,0,0,0,1,0,0,0,0
41425,No,No,4,98,Marathahalli,Quick Bites,200,Desserts,Marathahalli,0,0,0,0,0,0,0,0,0,0
41425,No,No,4,98,Marathahalli, Sweet Shop,200,Desserts,Marathahalli,0,0,0,0,0,0,0,0,0,0
41426,No,No,4,132,Marathahalli,Quick Bites,250,Desserts,Marathahalli,0,0,0,1,0,0,0,0,1,0
41427,No,No,5,193,Marathahalli,Bakery,500,Desserts,Marathahalli,0,0,0,0,0,1,0,0,0,0
41428,Yes,No,5,519,Marathahalli,Dessert Parlor,500,Desserts,Marathahalli,1,0,0,0,0,1,0,0,0,0
41430,Yes,No,4,55,Marathahalli,Delivery,500,Desserts,Marathahalli,0,0,0,0,0,1,0,0,0,0
41431,Yes,No,5,287,Marathahalli,Dessert Parlor,300,Desserts,Marathahalli,0,0,0,0,0,1,0,0,0,0
41435,Yes,No,4,174,Marathahalli,Dessert Parlor,350,Desserts,Marathahalli,1,0,0,0,0,1,0,0,0,0
41437,Yes,No,5,44,Marathahalli,Dessert Parlor,300,Desserts,Marathahalli,0,0,0,0,0,1,0,0,0,0
41439,Yes,No,4,105,Marathahalli,Beverage Shop,300,Desserts,Marathahalli,1,0,0,0,0,0,0,0,0,0
41442,No,No,4,94,Marathahalli,Cafe,700,Desserts,Marathahalli,1,0,1,1,1,0,0,0,1,0
41445,Yes,No,4,143,Marathahalli,Beverage Shop,300,Desserts,Marathahalli,1,0,0,0,0,1,0,0,0,0
41450,Yes,No,4,111,Marathahalli,Dessert Parlor,400,Desserts,Marathahalli,1,0,0,0,0,1,0,0,0,0
41496,Yes,Yes,5,978,Brookefield,Casual Dining,600,Desserts,Marathahalli,0,0,1,0,0,0,0,1,0,0
41496,Yes,Yes,5,978,Brookefield, Cafe,600,Desserts,Marathahalli,0,0,1,0,0,0,0,1,0,0
41497,No,No,5,1143,Brookefield,Quick Bites,500,Desserts,Marathahalli,0,0,0,1,0,0,0,0,1,1
41498,No,Yes,5,72,Brookefield,Cafe,400,Desserts,Marathahalli,0,0,1,0,0,0,1,0,0,0
41498,No,Yes,5,72,Brookefield, Bakery,400,Desserts,Marathahalli,0,0,1,0,0,0,1,0,0,0
41500,Yes,No,5,226,Brookefield,Sweet Shop,400,Desserts,Marathahalli,0,0,0,0,0,0,0,0,0,0
41501,Yes,No,5,124,Brookefield,Dessert Parlor,400,Desserts,Marathahalli,0,0,0,0,0,1,0,0,0,0
41504,Yes,No,4,183,Brookefield,Quick Bites,550,Desserts,Marathahalli,1,0,1,0,0,1,1,0,0,0
41504,Yes,No,4,183,Brookefield, Dessert Parlor,550,Desserts,Marathahalli,1,0,1,0,0,1,1,0,0,0
41509,Yes,No,4,70,Brookefield,Beverage Shop,400,Desserts,Marathahalli,1,0,0,0,0,1,0,0,0,0
41521,Yes,Yes,5,99,Marathahalli,Casual Dining,1100,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41521,Yes,Yes,5,99,Marathahalli, Bar,1100,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41522,Yes,Yes,5,5894,Marathahalli,Microbrewery,1400,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41522,Yes,Yes,5,5894,Marathahalli, Pub,1400,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41523,No,Yes,5,764,Marathahalli,Fine Dining,2500,Dine-out,Marathahalli,0,0,0,0,1,0,0,1,1,0
41524,No,Yes,5,7284,Marathahalli,Casual Dining,1500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41524,No,Yes,5,7284,Marathahalli, Bar,1500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41525,No,Yes,5,12121,Marathahalli,Casual Dining,1600,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41526,No,Yes,5,3932,Marathahalli,Casual Dining,1300,Dine-out,Marathahalli,0,0,0,0,1,0,0,1,1,0
41527,No,Yes,5,7154,Marathahalli,Casual Dining,1400,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41528,No,Yes,5,1909,Marathahalli,Casual Dining,1100,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41528,No,Yes,5,1909,Marathahalli, Bar,1100,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41529,Yes,Yes,5,3113,Marathahalli,Casual Dining,1500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41529,Yes,Yes,5,3113,Marathahalli, Bar,1500,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41530,Yes,Yes,5,3004,Marathahalli,Bar,1300,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41530,Yes,Yes,5,3004,Marathahalli, Casual Dining,1300,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41531,No,Yes,5,3486,Marathahalli,Casual Dining,1300,Dine-out,Marathahalli,0,0,0,0,0,0,0,1,1,0
41532,No,Yes,5,730,Marathahalli,Pub,1500,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41532,No,Yes,5,730,Marathahalli, Casual Dining,1500,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41533,No,Yes,5,4696,Marathahalli,Pub,1800,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,0,0
41534,Yes,No,4,1989,Marathahalli,Casual Dining,650,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41535,Yes,Yes,5,1184,Marathahalli,Pub,1200,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41535,Yes,Yes,5,1184,Marathahalli, Casual Dining,1200,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,0
41536,No,Yes,5,785,Marathahalli,Fine Dining,2700,Dine-out,Marathahalli,0,0,0,1,1,0,0,0,1,1
41537,No,No,5,970,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,0,0
41538,No,Yes,5,746,Marathahalli,Bar,1600,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41539,No,No,5,1370,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41540,Yes,No,5,3367,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,1,0
41541,No,Yes,5,619,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,1,1,0
41541,No,Yes,5,619,Marathahalli, Bar,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,1,1,0
41542,Yes,Yes,5,2906,Marathahalli,Casual Dining,600,Dine-out,Marathahalli,0,0,1,0,0,0,0,1,0,0
41542,Yes,Yes,5,2906,Marathahalli, Cafe,600,Dine-out,Marathahalli,0,0,1,0,0,0,0,1,0,0
41543,No,Yes,5,1074,Marathahalli,Casual Dining,1600,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
41544,Yes,Yes,5,1287,Marathahalli,Casual Dining,1100,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,0,0
41544,Yes,Yes,5,1287,Marathahalli, Bar,1100,Dine-out,Marathahalli,0,1,0,0,0,0,0,0,0,0
41545,No,Yes,5,443,Marathahalli,Casual Dining,900,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,0
41546,No,Yes,5,900,Marathahalli,Pub,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41546,No,Yes,5,900,Marathahalli, Casual Dining,1000,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41547,Yes,No,4,728,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,1,1
41548,Yes,Yes,4,914,Marathahalli,Casual Dining,750,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,1
41549,Yes,Yes,5,1810,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,0,0,1,0,0,0,0,0,0
41550,No,Yes,5,1459,Marathahalli,Casual Dining,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41550,No,Yes,5,1459,Marathahalli, Bar,800,Dine-out,Marathahalli,0,1,0,1,0,0,0,0,1,0
41551,No,Yes,4,362,Marathahalli,Casual Dining,1500,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,0,0
41551,No,Yes,4,362,Marathahalli, Bar,1500,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,0,0
41552,No,Yes,4,866,Marathahalli,Bar,1500,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41552,No,Yes,4,866,Marathahalli, Casual Dining,1500,Dine-out,Marathahalli,0,0,0,0,1,0,0,0,1,0
41553,Yes,No,5,426,Marathahalli,Casual Dining,1000,Dine-out,Marathahalli,0,0,0,0,0,0,0,0,1,0
